symbol,quarter_end,filing_date,roce_ttm,eps_growth_yoy,de_ratio,promoter_pledge_pct,revenue_growth_yoy,margin_expansion
SUNPHARMA,2023-09-30,2023-11-15,20.5,8.1,0.06,0.0,12.0,2.0
SUNPHARMA,2023-12-31,2024-02-15,20.5,8.1,0.06,0.0,12.0,2.0
SUNPHARMA,2024-03-31,2024-05-15,20.5,8.1,0.06,0.0,12.0,2.0
SUNPHARMA,2024-06-30,2024-08-15,20.5,8.1,0.06,0.0,12.0,2.0
SUNPHARMA,2024-09-30,2024-11-15,20.5,8.1,0.06,0.0,12.0,2.0
SUNPHARMA,2024-12-31,2025-02-15,20.5,8.1,0.06,0.0,12.0,2.0
SUNPHARMA,2025-03-31,2025-05-15,20.5,8.1,0.06,0.0,12.0,2.0
SUNPHARMA,2025-06-30,2025-08-15,20.5,8.1,0.06,0.0,12.0,2.0
SUNPHARMA,2025-09-30,2025-11-15,20.5,8.1,0.06,0.0,12.0,2.0
SUNPHARMA,2025-12-31,2026-02-15,20.5,8.1,0.06,0.0,12.0,2.0
BAJFINANCE,2021-03-31,2021-05-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2021-06-30,2021-08-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2021-09-30,2021-11-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2021-12-31,2022-02-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2022-03-31,2022-05-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2022-06-30,2022-08-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2022-09-30,2022-11-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2022-12-31,2023-02-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2023-03-31,2023-05-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2023-06-30,2023-08-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2023-09-30,2023-11-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2023-12-31,2024-02-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2024-03-31,2024-05-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2024-06-30,2024-08-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2024-09-30,2024-11-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2024-12-31,2025-02-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2025-03-31,2025-05-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2025-06-30,2025-08-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2025-09-30,2025-11-15,10.9,11.79,0.0,0.0,12.0,2.0
BAJFINANCE,2025-12-31,2026-02-15,10.9,11.79,0.0,0.0,12.0,2.0
WIPRO,2021-03-31,2021-05-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2021-06-30,2021-08-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2021-09-30,2021-11-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2021-12-31,2022-02-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2022-03-31,2022-05-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2022-06-30,2022-08-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2022-09-30,2022-11-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2022-12-31,2023-02-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2023-03-31,2023-05-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2023-06-30,2023-08-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2023-09-30,2023-11-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2023-12-31,2024-02-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2024-03-31,2024-05-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2024-06-30,2024-08-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2024-09-30,2024-11-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2024-12-31,2025-02-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2025-03-31,2025-05-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2025-06-30,2025-08-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2025-09-30,2025-11-15,17.8,6.56,0.23,0.0,12.0,2.0
WIPRO,2025-12-31,2026-02-15,17.8,6.56,0.23,0.0,12.0,2.0
HCLTECH,2021-03-31,2021-05-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2021-06-30,2021-08-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2021-09-30,2021-11-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2021-12-31,2022-02-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2022-03-31,2022-05-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2022-06-30,2022-08-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2022-09-30,2022-11-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2022-12-31,2023-02-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2023-03-31,2023-05-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2023-06-30,2023-08-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2023-09-30,2023-11-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2023-12-31,2024-02-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2024-03-31,2024-05-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2024-06-30,2024-08-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2024-09-30,2024-11-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2024-12-31,2025-02-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2025-03-31,2025-05-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2025-06-30,2025-08-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2025-09-30,2025-11-15,30.4,3.53,0.07,0.0,12.0,2.0
HCLTECH,2025-12-31,2026-02-15,30.4,3.53,0.07,0.0,12.0,2.0
ULTRACEMCO,2021-03-31,2021-05-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2021-06-30,2021-08-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2021-09-30,2021-11-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2021-12-31,2022-02-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2022-03-31,2022-05-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2022-06-30,2022-08-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2022-09-30,2022-11-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2022-12-31,2023-02-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2023-03-31,2023-05-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2023-06-30,2023-08-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2023-09-30,2023-11-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2023-12-31,2024-02-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2024-03-31,2024-05-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2024-06-30,2024-08-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2024-09-30,2024-11-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2024-12-31,2025-02-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2025-03-31,2025-05-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2025-06-30,2025-08-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2025-09-30,2025-11-15,12.7,6.09,0.31,0.0,12.0,2.0
ULTRACEMCO,2025-12-31,2026-02-15,12.7,6.09,0.31,0.0,12.0,2.0
NESTLEIND,2021-03-31,2021-05-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2021-06-30,2021-08-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2021-09-30,2021-11-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2021-12-31,2022-02-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2022-03-31,2022-05-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2022-06-30,2022-08-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2022-09-30,2022-11-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2022-12-31,2023-02-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2023-03-31,2023-05-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2023-06-30,2023-08-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2023-09-30,2023-11-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2023-12-31,2024-02-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2024-03-31,2024-05-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2024-06-30,2024-08-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2024-09-30,2024-11-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2024-12-31,2025-02-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2025-03-31,2025-05-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2025-06-30,2025-08-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2025-09-30,2025-11-15,85.3,-1.06,0.09,0.0,12.0,2.0
NESTLEIND,2025-12-31,2026-02-15,85.3,-1.06,0.09,0.0,12.0,2.0
POWERGRID,2021-03-31,2021-05-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2021-06-30,2021-08-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2021-09-30,2021-11-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2021-12-31,2022-02-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2022-03-31,2022-05-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2022-06-30,2022-08-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2022-09-30,2022-11-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2022-12-31,2023-02-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2023-03-31,2023-05-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2023-06-30,2023-08-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2023-09-30,2023-11-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2023-12-31,2024-02-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2024-03-31,2024-05-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2024-06-30,2024-08-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2024-09-30,2024-11-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2024-12-31,2025-02-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2025-03-31,2025-05-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2025-06-30,2025-08-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2025-09-30,2025-11-15,9.1,0.69,1.47,0.0,12.0,2.0
POWERGRID,2025-12-31,2026-02-15,9.1,0.69,1.47,0.0,12.0,2.0
NTPC,2021-03-31,2021-05-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2021-06-30,2021-08-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2021-09-30,2021-11-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2021-12-31,2022-02-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2022-03-31,2022-05-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2022-06-30,2022-08-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2022-09-30,2022-11-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2022-12-31,2023-02-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2023-03-31,2023-05-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2023-06-30,2023-08-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2023-09-30,2023-11-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2023-12-31,2024-02-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2024-03-31,2024-05-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2024-06-30,2024-08-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2024-09-30,2024-11-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2024-12-31,2025-02-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2025-03-31,2025-05-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2025-06-30,2025-08-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2025-09-30,2025-11-15,8.33,10.09,1.33,0.0,12.0,2.0
NTPC,2025-12-31,2026-02-15,8.33,10.09,1.33,0.0,12.0,2.0
TATASTEEL,2021-03-31,2021-05-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2021-06-30,2021-08-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2021-09-30,2021-11-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2021-12-31,2022-02-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2022-03-31,2022-05-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2022-06-30,2022-08-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2022-09-30,2022-11-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2022-12-31,2023-02-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2023-03-31,2023-05-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2023-06-30,2023-08-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2023-09-30,2023-11-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2023-12-31,2024-02-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2024-03-31,2024-05-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2024-06-30,2024-08-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2024-09-30,2024-11-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2024-12-31,2025-02-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2025-03-31,2025-05-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2025-06-30,2025-08-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2025-09-30,2025-11-15,12.5,12.0,0.9,0.0,12.0,2.0
TATASTEEL,2025-12-31,2026-02-15,12.5,12.0,0.9,0.0,12.0,2.0
TECHM,2021-03-31,2021-05-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2021-06-30,2021-08-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2021-09-30,2021-11-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2021-12-31,2022-02-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2022-03-31,2022-05-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2022-06-30,2022-08-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2022-09-30,2022-11-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2022-12-31,2023-02-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2023-03-31,2023-05-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2023-06-30,2023-08-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2023-09-30,2023-11-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2023-12-31,2024-02-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2024-03-31,2024-05-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2024-06-30,2024-08-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2024-09-30,2024-11-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2024-12-31,2025-02-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2025-03-31,2025-05-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2025-06-30,2025-08-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2025-09-30,2025-11-15,23.1,29.49,0.07,0.0,12.0,2.0
TECHM,2025-12-31,2026-02-15,23.1,29.49,0.07,0.0,12.0,2.0
DRREDDY,2021-03-31,2021-05-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2021-06-30,2021-08-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2021-09-30,2021-11-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2021-12-31,2022-02-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2022-03-31,2022-05-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2022-06-30,2022-08-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2022-09-30,2022-11-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2022-12-31,2023-02-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2023-03-31,2023-05-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2023-06-30,2023-08-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2023-09-30,2023-11-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2023-12-31,2024-02-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2024-03-31,2024-05-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2024-06-30,2024-08-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2024-09-30,2024-11-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2024-12-31,2025-02-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2025-03-31,2025-05-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2025-06-30,2025-08-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2025-09-30,2025-11-15,13.0,-16.73,0.2,0.0,12.0,2.0
DRREDDY,2025-12-31,2026-02-15,13.0,-16.73,0.2,0.0,12.0,2.0
CIPLA,2021-03-31,2021-05-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2021-06-30,2021-08-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2021-09-30,2021-11-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2021-12-31,2022-02-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2022-03-31,2022-05-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2022-06-30,2022-08-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2022-09-30,2022-11-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2022-12-31,2023-02-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2023-03-31,2023-05-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2023-06-30,2023-08-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2023-09-30,2023-11-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2023-12-31,2024-02-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2024-03-31,2024-05-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2024-06-30,2024-08-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2024-09-30,2024-11-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2024-12-31,2025-02-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2025-03-31,2025-05-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2025-06-30,2025-08-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2025-09-30,2025-11-15,15.5,-6.49,0.02,0.0,12.0,2.0
CIPLA,2025-12-31,2026-02-15,15.5,-6.49,0.02,0.0,12.0,2.0
COALINDIA,2021-03-31,2021-05-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2021-06-30,2021-08-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2021-09-30,2021-11-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2021-12-31,2022-02-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2022-03-31,2022-05-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2022-06-30,2022-08-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2022-09-30,2022-11-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2022-12-31,2023-02-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2023-03-31,2023-05-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2023-06-30,2023-08-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2023-09-30,2023-11-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2023-12-31,2024-02-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2024-03-31,2024-05-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2024-06-30,2024-08-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2024-09-30,2024-11-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2024-12-31,2025-02-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2025-03-31,2025-05-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2025-06-30,2025-08-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2025-09-30,2025-11-15,35.0,-5.86,0.12,0.0,12.0,2.0
COALINDIA,2025-12-31,2026-02-15,35.0,-5.86,0.12,0.0,12.0,2.0
ADANIENT,2021-03-31,2021-05-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2021-06-30,2021-08-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2021-09-30,2021-11-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2021-12-31,2022-02-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2022-03-31,2022-05-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2022-06-30,2022-08-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2022-09-30,2022-11-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2022-12-31,2023-02-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2023-03-31,2023-05-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2023-06-30,2023-08-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2023-09-30,2023-11-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2023-12-31,2024-02-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2024-03-31,2024-05-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2024-06-30,2024-08-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2024-09-30,2024-11-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2024-12-31,2025-02-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2025-03-31,2025-05-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2025-06-30,2025-08-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2025-09-30,2025-11-15,5.8,32.14,1.32,0.0,12.0,2.0
ADANIENT,2025-12-31,2026-02-15,5.8,32.14,1.32,0.0,12.0,2.0
